Price;Generation;Body;Engine;Transmission;Drive;Steering Wheel;Color;Customs
₸5 300 000,00;2018 - н.в. 1 поколение рестайлинг;Седан;1.6 (бензин);Автомат;Передний привод;Слева;;Да
₸1 800 000,00;1991 - 1996 B4;Седан;2 (бензин);Механика;Передний привод;Слева;;Да
₸13 800 000,00;2019 - н.в. 8 поколение (DN8);Седан;2.5 (бензин);Автомат;Передний привод;Слева;черный металлик;Да
₸2 000 000,00;1988 - 2008 1 поколение;Пикап;2.6 (бензин);Механика;Полный привод;Слева;;Да
₸8 750 000,00;2005 - 2009 2 поколение рестайлинг (U3);Кроссовер;3.5 (бензин);Автомат;Полный привод;Слева;;Да
₸1 500 000,00;1991 - 2002 3 поколение;Хэтчбек;1.8 (бензин);Механика;Передний привод;Слева;вишня;Да
₸4 900 000,00;2009 - 2014 6 поколение (YF);Седан;2.4 (бензин);Автомат;Передний привод;Слева;серебристый;Да
₸3 400 000,00;1997 - 2003 1 поколение (KC0/1/FC0/1);Минивэн;1.5 (дизель);Механика;Передний привод;Слева;красный;Да
₸1 690 000,00;1988 - 1996 E34;Седан;2.5 (бензин);Механика;Задний привод;Слева;серебристый;Да
₸2 300 000,00;1996 - 1999 8 поколение (EA);Седан;2.5 (бензин);Механика;Передний привод;Слева;черный металлик;Да
₸4 500 000,00;2000 - 2006 C5;Универсал;2.7 (бензин);Автомат;Полный привод;Слева;серебристый металлик;Да
₸26 500 000,00;2012 - 2015 J200 рестайлинг;Внедорожник;4.6 (бензин);Автомат;Полный привод;Слева;черный металлик;Да
₸2 500 000,00;1995 - 2000 E39;Седан;2.5 (бензин);Автомат;Задний привод;Слева;синий металлик;Да
₸2 900 000,00;1996 - 1998 X100;Седан;2 (бензин);Автомат;Задний привод;Справа;белый металлик;Да
₸6 450 000,00;2013 - н.в. 2 поколение рестайлинг (QJ);Кроссовер;2 (бензин);Автомат;Полный привод;Слева;;Да
₸8 500 000,00;2021 - н.в. 1 поколение;Кроссовер;1.5 (бензин);Робот;Передний привод;Слева;серебристый металлик;Да
₸1 500 000,00;1990 - 1994 4 поколение (C4);Седан;2.6 (бензин);Механика;Передний привод;Слева;коричневый;Да
₸12 999 999,00;2018 - н.в. 9 поколение рестайлинг;Седан;2 (бензин);Автомат;Передний привод;Слева;черный металлик;Да
₸650 000,00;1984 - 1993 1 поколение;Хэтчбек;1.5 (бензин);Механика;Передний привод;Слева;бордовый;Да
₸2 800 000,00;2002 - 2008 1 поколение (EA/EB);Минивэн;2.2 (дизель);Механика;Передний привод;Слева;золотистый металлик;Да
₸3 500 000,00;1994 - н.в. 1 поколение;Фургон;2.9 (газ-бензин);Механика;Задний привод;Слева;жёлтый;Да
₸7 290 000,00;2008 - 2012 3 поколение рестайлинг;Минивэн;2.4 (бензин);Вариатор;Передний привод;Справа;белый металлик;Да
₸7 770 000,00;2012 - 2015 1 поколение рестайлинг;Внедорожник;2.4 (бензин);Вариатор;Полный привод;Слева;черный;Да
₸2 000 000,00;1990 - 1994 4 поколение (C4);Седан;2.4 (дизель);Механика;Передний привод;Слева;голубой;Да
₸2 300 000,00;1994 - 1999 2 поколение (BD/BG);Универсал;2 (бензин);Автомат;Полный привод;Справа;белый;Да
₸4 500 000,00;2014 - н.в. 1 поколение;Кроссовер;1.5 (бензин);Механика;Передний привод;Слева;белый;Да
₸2 000 000,00;2001 - 2005 2 поколение (BG0/1/KG0/1);Универсал;1.8 (бензин);Механика;Передний привод;Слева;серебристый;Да
₸5 800 000,00;2015 - 2020 5 поколение рестайлинг;Седан;1.6 (бензин);Автомат;Передний привод;Слева;серебристый металлик;Да
₸7 300 000,00;2011 - 2014 XV50;Седан;2.5 (бензин);Автомат;Передний привод;Слева;черный металлик;Да
₸570 000,00;1983 - 1991 2 поколение;Хэтчбек;1.6 (бензин);Механика;Передний привод;Слева;красный;Да
₸6 700 000,00;2006 - 2009 3 поколение (RE);Кроссовер;2.4 (бензин);Автомат;Полный привод;Слева;бордовый;Да
₸8 800 000,00;2008 - 2015 ТN50 рестайлинг;Внедорожник;4 (бензин);Автомат;Полный привод;Слева;черный металлик;Нет
₸1 000 000,00;1993 - 1997 W124 [2-й рестайлинг];Седан;2.2 (бензин);Механика;Задний привод;Слева;черный;Да
₸6 600 000,00;2020 - н.в. 2 поколение рестайлинг;Седан;1.5 (бензин);Автомат;Передний привод;Слева;серый металлик;Да
₸4 900 000,00;2018 - н.в. 1 поколение рестайлинг;Седан;1.6 (бензин);Механика;Передний привод;Слева;белый;Да
₸4 800 000,00;2020 - н.в. 1 поколение;Седан;1.5 (бензин);Автомат;Передний привод;Слева;;Да
₸2 400 000,00;1996 - 2001 B5;Седан;1.8 (бензин);Механика;Передний привод;Слева;зеленый;Да
₸6 000 000,00;1998 - 2002 2 поколение (UZJ100);Внедорожник;4.7 (газ-бензин);Автомат;Полный привод;Слева;белый металлик;Да
₸9 450 000,00;2022 - н.в. 1 поколение рестайлинг (SP2);Кроссовер;2 (бензин);Автомат;Передний привод;Слева;серый металлик;Да
₸12 000 000,00;2014 - 2018 XV50 рестайлинг (V55);Седан;2.5 (бензин);Автомат;Передний привод;Слева;белый металлик;Да
₸4 200 000,00;2013 - 2018 1 поколение рестайлинг;Седан;1.6 (бензин);Механика;Передний привод;Слева;бордовый металлик;Да
₸10 500 000,00;2002 - 2009 1 поколение;Пикап;6 (бензин);Автомат;Полный привод;Слева;черный металлик;Да
₸12 500 000,00;2020 - н.в. XV70 рестайлинг (V75);Седан;2.5 (бензин);Автомат;Полный привод;Слева;черный металлик;Да
₸4 500 000,00;2015 - 2020 2 поколение;Седан;2 (газ);Автомат;Передний привод;Слева;белый;Да
₸34 500 000,00;2021 - н.в. G02 рестайлинг (G02/F98);Кроссовер;2 (бензин);Автомат;Полный привод;Слева;;Да
₸22 000 000,00;2018 - 2022 1 поколение;Кроссовер;3.8 (бензин);Автомат;Полный привод;Слева;черный металлик;Да
₸5 000 000,00;2012 - 2015 J300 рестайлинг;Седан;1.8 (бензин);Автомат;Передний привод;Слева;белый;Да
₸5 500 000,00;2012 - 2015 J300 рестайлинг;Седан;1.8 (бензин);Автомат;Передний привод;Слева;белый;Да
